HITID,CASE,ENFORCEMENT_RESULT,Worker1,Answer1,Worker2,Answer2,Agreement,Answer,Date,,Answer3
32W3UF2EZOL6TMYI3CEZAR4BXS04CH,64,"On 31 October 2007, Ingersoll-Rand entered into a three-year deferred prosecution agreement with the DOJ, agreeing to pay a criminal fine of USD 2.5 million.  Ingersoll-Rand also agreed to engage an outside consultant to complete a thorough review of the companys compliance program with respect to the FCPA and other applicable anti-corruption laws.On the same day, without admitting or denying the SEC's allegations, Ingersoll-Rand consented to the entry of a final judgment enjoining the company from future violations of the FCPA's books and records and internal controls provisions.  Ingersoll-Rand was ordered to disgorge USD 1,710,034 in profits, plus USD 560,953 in pre-judgment interest, and to pay a civil penalty of USD 1,950,000.  The company was also ordered to comply with certain undertakings regarding its FCPA compliance program.   On 31 October 2010, Ingersoll-Rand's deferred prosecution agreement expired.  On 16 February 2011, the DOJ filed a motion to dismiss the Oil-for-Food charges against the company, noting that the company had fully cooperated with the investigation and had met its obligations regarding improving its FCPA compliance policies and procedures.",A111JI6APXR6QV,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:49:15 UTC,,Yes
3OYHVNTV5TYSGDKOE9A6C8NOJS9OKO,65,"On 6 June 2004, without admitting or denying the SEC's allegations, Schering-Plough consented to the entry of a cease-and-desist order enjoining Schering-Plough from committing future violations of the FCPA's books and records and internal controls provisions.  Schering-Plough also agreed to appoint an independent consultant and to pay a USD 500,000 civil penalty.",A2WGW5Y3ZFBDEC,No,AS9E0S6DBSWH7,No,Yes,No,2015-04-17 04:02:42 UTC,,No
3421H3BM9AHUY6A0UZRCE3SM94N9JW,66,"On August 23, 2007, Textron entered into a non-prosecution agreement with the DOJ under which Textron agreed to pay a $1.5 million criminal fine.  According to the DOJ, it agreed not to file criminal charges against the company or its subsidiaries due to Textron's early discovery and reporting of the improper payments; its thorough review of those payments as well as its discovery and review of improper payments made in other countries; and its implementation of enhanced compliance policies and procedures.On the same day, without admitting or denying the SEC's allegations, Textron consented to the entry of a final judgment permanently enjoining the company from future violations of the FCPA's books and records and internal controls provisions.  Textron was ordered to disgorge $2,284,579 in profits, plus $450,461.68 in pre-judgment interest, and to pay a civil penalty of $800,000.  The company also agreed to comply with certain undertakings with regard to its FCPA compliance program.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:02:31 UTC,,No
3I7KR83SNADP9QGICKROFISZOTN9KV,67,"On March 20, 2008, Volvo entered into a three-year deferred prosecution agreement with the DOJ, accepting responsibility for the conduct of its two subsidiaries and agreeing to pay a $7,000,000 criminal fine.  On the same day, without admitting or denying the SEC's allegations, Volvo consented to the entry of a final judgment permanently enjoining the company from future violations of the FCPA's books and records and internal controls provisions.  Volvo was ordered to disgorge $7,299,208 in profits plus $1,303,441 in prejudgment interest, and to pay a civil penalty of $4,000,000.In 2007, Swedenâ€™s National Anti-Corruption Unit (Riksenheten mot corruption), launched an investigation of three Volvo executives for transgressions in the Oil-for-Food program, and in March 2009 charged the three with bribery.  On 3 April 2012, two of the former executives, who worked for Volvo Construction Equipment International AB, were found guilty by the Eskilstuna District Court (Sweden) of offering 24 million kroner (USD 3.6 million) in kickbacks to Iraqi officials in order to secure contracts for the sale of construction vehicles.  Rune Lundberg and Hakan Nirstedt received suspended sentences, and were fined USD 18,000 and USD 9,000 respectively.  The prosecutor declined to demand a corporate fine because of Volvoâ€™s payment of the USD 19.6 fine to the U.S. authorities in the 2008 FCPA settlement.",A2WGW5Y3ZFBDEC,No,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 03:52:57 UTC,,I can't tell
3THR0FZ95PT30J26Z9M7R8038SEOLR,68,"A criminal indictment was filed against Naaman on 7 August 2008.  He was arrested in Frankfurt, Germany on 30 July 2009 and later extradited to the U.S.On 3 May 2010, he initially pleaded not guilty to conspiracy to commit wire fraud and to violate the FCPA in U.S. District Court in Washington, D.C.On 25 June 2010, Naaman pleaded guilty in U.S. District Court for the District of Columbia to a two-count superseding information charging him with one count of conspiracy to commit wire fraud, violate the FCPA and falsify the books and records of a U.S. issuer; and one count of violating the FCPA.  On 5 August 2010, Naaman and Innospec's former business director of its TEL group, David Turner, settled civil charges with the SEC. Naaman and Turner consented to the entry of final judgments permanently enjoining them from violating securities laws. In addition, Naaman agreed to disgorge USD 810,076 and pay pre-judgment interest of USD 67,030. He also agreed to a USD 438,038 civil penalty, which will be offset by any criminal fines he receives. Turner agreed to disgorge USD 40,000 to the SEC. On 22 December 2011, Naaman was sentenced to 30 months in prison and ordered to pay a USD 250,000 fine for his participation in a conspiracy to defraud the United Nations Oil for Food Program (OFFP) and in bribing former Iraqi government officials.  He received his sentence in U.S. District Court for the District of Columbia.  So far, Namaan is the only individual to be prosecuted in the United States for Innospec's bribery[Please see a separate Compendium entry titled ""Innospec"" for information regarding the company's settlement with enforcement authorities in the U.S. and United Kingdom.]",A1012N48J0Z65N,Yes,AS9E0S6DBSWH7,Yes,Yes,Yes,2015-04-17 04:06:20 UTC,,Yes
3CVDZS288H0T0O7Y0I4W4R6EGWEFMZ,69,"On March 11, 1999, Tannenbaum pleaded guilty to one count of conspiring to violate the FCPA.  He was ordered to pay a $15,000 criminal fine and sentenced to a one-year prison term, to be followed by three years of supervisory release.",A2UX7ZJEGGU5,Yes,A2WGW5Y3ZFBDEC,Yes,Yes,Yes,2015-04-17 04:02:50 UTC,,Yes
368IUKXGA5832YB0R5TKRPNWS2L6PI,70,"On November 20, 1980, without admitting or denying the SEC's allegations, Tesoro consented to the entry of a final judgment permanently enjoining the company from future violations of Sections 13(a) and 14(a) of the Exchange Act.  Tesoro undertook to appoint a new director, satisfactory to the SEC, who would also serve as chairman of the audit committee of the companys Board of Directors.  Tesoro also committed itself to not making payments, or offers of payment, directly or indirectly, to any foreign official or foreign political party or leader thereof for purposes of influencing or inducing such officials to affect a foreign government act or decision, per the anti-bribery provisions of the FCPA.  The company also undertook to keep accurate books and records and to file with the SEC a current Form 8-K.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:59:59 UTC,,No
3PUOXASB573KYLF4CLUY2XGCS20Z97,71,"On September 13, 2002, Pitchford pleaded guilty to three counts: (i) conspiracy to commit theft from a government program and to bribe a foreign official in violation of the FCPA; (ii) theft from a government program; and (iii) bribery in violation of the FCPA.  On November 22, 2002, Pitchford was sentenced to a prison term of twelve months and one day, to be followed by three years of supervised release.  Pitchford was ordered to pay $400,000 in restitution to the U.S. government.  The DOJ had submitted a motion arguing for a four-level downward departure from the Federal Sentencing Guidelines in recognition of Pitchford's substantial assistance and commitment to cooperate with the DOJ's ongoing investigations.Also on September 13, 2002, Dickey pleaded guilty to one count of government program fraud, one count of wire fraud and one count of conspiracy to commit fraud.  On November 22, 2002, Dickey was sentenced to an 18-month prison term, to be followed by three years of supervised release.  He was ordered to pay $300,000 in restitution to the U.S. government.  Both men were also ordered to serve 200 hours of community service.Pitchford and Dickey were held jointly and severally liable for $300,000 in restitution owed to the U.S. government.   Proceeds from the sale of a yacht and cash obtained from a brokerage account, both seized by the FBI during the course of its investigation, will be applied toward the restitution.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:06:36 UTC,,Yes
3MZ3TAMYTLN47VMG6Y6YTNDG2B4RIP,72,"Flowserve BV, Solvochem Holland BV, OPW Fluid Transfer Group Europe BV, Prodetra BV, NV Organon, Alfasan International BV and Stet Holland BV all reached out-of-court settlements with the Dutch Ministry of Justice, according to a Ministry press release on 15 July 2008.  Without admitting guilt, the companies were ordered to pay the following transaction-fees: Flowserve BV: EUR 256,534Solvochem Holland BV: EUR 280,592OPW Fluid Transfer Group Europe BV: EUR 81,804Prodetra BV: EUR 99,236.95NV Organon: EUR 381.602Alfasan International BV: EUR 41,983.55Stet Holland BV: EUR 174,170The Chief Executive Officer of Saybolt International Group BV received a four-month home detention sentence by a U.S. court and was ordered to pay a USD 20,000 penalty.  The Chairman of the Board was accused in U.S. court, but could be not extradited because of Dutch law.  He will likely not be prosecuted in the Netherlands.Trafigura beheer BV is currently under investigation in the United States and will likely not be prosecuted in the Netherlands.",A2WGW5Y3ZFBDEC,I can't tell,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 03:57:29 UTC,,No
3LB1BGHFL2W3DAEDE5XWFQ8MGFZTYA,73,"In 2006, Mr. Wi was sentenced to imprisonment for four years and fined KRW 2,000,000 for bribing a foreign official in violation of the Foreign Bribery Prevention Law and bid interference in violation of the Criminal Code.Mr. Park was sentenced to imprisonment for eight months and fined KRW 2,000,000 for bribing a foreign official in violation of the Foreign Bribery Prevention Law and bid interference in violation of the Criminal Code.Mr. Kim fled and has been put on the wanted list.South Korean government notified the U.S. government of Mr. Choi's crime.  As a result, he was placed on the unattached list.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:12:05 UTC,,Yes
37VE3DA4YUHHVTU74J2NTW7XKCMHB9,74,"On April 16, 2006, Tyco, without admitting or denying the SEC's allegations, consented to the entry of a final judgment permanently enjoining the company from committing future violations of the FCPA's books and records provisions and various other federal securities laws.  Tyco was also ordered to pay $1 in disgorgement and a $50 million civil penalty. In related cases, the SEC and Department of Justice charged former Tyco executives Dennis Kozlowski, Mark Swartz and Mark Belnick with the failure to disclose millions of dollars of favorable loans from Tyco, undisclosed related-party transactions and fraudulent stock trading.  A jury convicted Kozlowski, former chief executive officer and chairman of the company, on 22 counts of grand larceny, conspiracy and securities fraud and he was sentenced to 8 to 25 years in prison.  Former chief financial officer, Mark Swartz, was also convicted to 8 to 25 years in prison for securities fraud, grand larceny and conspiracy.  Mark Belnick, Tycos former general counsel, was acquitted of the charges.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:06:43 UTC,,No
3H781YYV6TI575XME4L28NG6Y3UETG,76,"On 20 May 2005, DePu pleaded guilty to violations of the FCPA.  Under the terms of the plea agreement, DePu was required to pay a USD 2 million criminal penalty.  On the same day, DPC, without admitting or denying the SEC's allegations, consented to the entry of a cease-and-desist order enjoining the company from committing future violations of the FCPA's anti-bribery, books and records and internal controls provisions.  DPC was required to pay USD 2,038,727 in disgorgement of profits, along with USD 749,895 in pre-judgment interest, for a total of USD 2,788,622.  The DOJ and SEC also required DPC to appoint an independent compliance consultant to audit the company's compliance program and monitor its implementation of new policies and procedures.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:58:58 UTC,,Yes
3D06DR5225JY4XQQP2I4QQVNJG0MAS,77,"On 3 June 2008, Faro entered into a two-year non-prosecution agreement with the DOJ and agreed to pay a USD 1.1 million criminal penalty.  On 5 June 2008, Faro consented to the entry of a cease-and-desist order and agreed to pay USD 1.85 million in disgorgement and prejudgment interest.Faro also agreed to retain an independent corporate monitor (or independent consultant, as described by the SEC) for a two-year period to review and evaluate Faro's internal controls, recordkeeping and financial reporting policies and procedures in the context of FCPA compliance.  At the time of settlement, Faro estimated that the total cost associated with its monitoring obligation would be in the range of USD 1 million to USD 2 million.On 28 August 2009, without admitting or denying the SEC's allegations, Oscar H. Meza consented to the entry of a final judgment permanently enjoining him from future violations of the FCPA and from aiding and abetting violations of the FCPA.  Meza agreed to pay a USD 30,000 civil penalty, as well as USD 26,707 in disgorgement and prejudgment interest.",A2WGW5Y3ZFBDEC,No,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 03:57:12 UTC,,No
3ZXNP4Z39RLWFDA7IN55GME8I357LL,78,"On 22 July 1992, GE pleaded guilty to violations of the FCPA's books and records provisions, as well as conspiracy to defraud the United States, submitting false claims, and engaging in monetary transactions involving criminally-derived property.  Under its plea agreement, GE agreed to pay USD 9.5 million in criminal penalties.  Separately, GE settled a civil False Claims Act suit, agreeing to pay USD 59.5 million in civil fines. Although initially indicted on numerous other counts, Steindler pleaded guilty to conspiracy to commit offenses against the United States, wire fraud, money laundering, and use of the mail in aid of racketeering.  On 18 November 1994, Steindler ordered to forfeit USD 1,741,453 and was sentenced to a seven-year prison term.Klein pleaded guilty to one count of conspiracy to commit wire fraud and money laundering.  On 14 January 1994, he was sentenced to prison for eighteen months, to be followed by two years of supervised release.Dotan was prosecuted and convicted in Israel for his role in the diversion schemes, receiving a 13-year prison sentence.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:05:40 UTC,,Yes
367O8HRHKG8M03NE0Y4ZPW8TJVN4SC,79,"David Uri was found guilty of aggravated professional money laundering, forgery and support of criminal organization. He was fined but escaped a jail sentence because he cooperated fully with the investigation and was judged to have shown sincere contrition.  He nevertheless lost USD 1 million in profits he made from the scheme.  In 2004, Swiss banking regulators publicly reprimanded UBS for failing to conduct proper checks in the case.In December 2004, the son of the late General Abacha was arrested in Germany while allegedly attempting to close an account of which he was the sole holder and was facing extradition in Switzerland in connection with looted funds stashed away in the country's bank.  Abba Abacha was arrested when German authorities were alerted by the Deutsche Bank Branch in Essen.  The account which Abba allegedly attempted to close is said to be containing part of the USD 700 million frozen by the Swiss authorities in 1999, after Nigeria asked for assistance in investigating the financial network allegedly set up by the former head of state.  Funds embezzled by the Abacha clan include several million Deutsche marks paid in bribes by the Ferrostaal steel group in connection with the building of an aluminum factory in Nigeria.  In November 2009, a magistrate in Geneva found Abba Abacha guilty of participation in a criminal organization, sentenced him to a suspended prison term and ordered confiscation of USD 350 million in funds held in Luxembourg and the Bahamas. In the course of their investigation into Ferrostaal's former parent company, engineering group MAN, Munich prosecutors obtained certain key documents related to potential bribery by Ferrostaal in connection with the sale of eight oceangoing tugs to a Hamburg shipping company.  This prompted a raid on Ferrostaal offices in Essen in July 2009.According to press reports, Munich prosecutors commenced proceedings (case number 565 Js 33037/10) against Ferrostaal in late March 2010 and are relying on extensive testimony by two witnesses. On 11 April 2011, it was reported that two former Ferrostaal managers were charged by Munich prosecutors in connection with EUR 62 million (USD 89.7 million) in alleged bribes paid between 2000 and 2007 to receive contracts to supply submarines to Greece and Portugal. According to press reports on 14 October 2011, these proceedings are ongoing. On 14 October 2011, it was reported that Ferrostaal shareholders had approved paying a EUR 149 million fine to settle the Greek submarine bribery case, although no formal agreement has yet been reached with prosecutors.The Greek and Argentine investigations are ongoing.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:11:57 UTC,,Yes
3P0I4CQYVY7JBDE53NT90JHJ6ZIWOS,80,"On March 1, 2005, Titan pleaded guilty to one count of falsifying its books and records, one count of violating the anti-bribery provisions of the FCPA and one count of aiding or assisting with filing false tax returns.   Titan was required to pay a $13 million criminal fine and serve three years of probation for each count.  As a condition of probation, the company was required to implement a robust compliance program designed to detect and deter future violations of the FCPA. On the same day, without admitting or denying the SEC's allegations, Titan consented to the entry of a final judgment permanently enjoining the company from committing future violations of the FCPA's anti-bribery, books and records and internal controls provisions.  In addition, Titan was required to pay a total of $15,479,195.47, including $12,620,000 in disgorgement and $2,859,195.47 in pre-judgment interest.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:09:35 UTC,,Yes
3CIS7GGG65JK7ICBE9BCDJ28HH1EU7,81,"Norwegian EnforcementThe Norwegian National Authority for Investigation and Prosecution of Economic and Environmental Crimes (""Okokrim"") seized documents from Statoil's offices and, on 29 June 2004, imposed approximately USD 3 million in penalties under Norway's Trading in Influence statute. Okokrim also charged the executive responsible for international business development and imposed a USD 30,000 penalty.  Statoil and the senior executives paid the penalties without admitting or denying the conduct. In October 2004, Statoil accepted a NOK 20,000,000 criminal fine issued by Okokrim's District Attorneys Office for violating the anti-bribery provisions of the Norwegian Criminal Act article 276(c).U.S. EnforcementThe SEC began its investigation on 23 September 2003.  On 13 October 2006, without admitting or denying the charges, Statoil consented to the entry of a cease-and-desist order enjoining the company from future violations of the FCPA and requiring the company to disgorge USD 10.5 million and appoint an independent compliance consultant.  The SEC noted Statoil's extensive cooperation with their investigation, including providing documents that were protected by the attorney-client privilege and its  implementation of a robust remedial program. Statoil entered into a three-year deferred prosecution agreement with the DOJ on the same date, under which the company agreed to an additional USD 10.5 million criminal penalty and appoint an independent compliance consultant.  USD 3 million of the criminal penalty was deemed satisfied by the penalty paid to the Okokrim.  In its press release, the DOJ highlighted that the FCPA applies to foreign issuers and emphasized its commitment to prosecute international businesses over which it has jurisdiction. On 18 November 2009, upon motion by the DOJ, the U.S. District Court for the Southern District of New York dismissed with prejudice the charges against Statoil, finding that the company had fully complied with all of its obligations under its deferred prosecution agreement, including the obligation to adopt the compliance-related recommendations of the compliance consultant.",AS9E0S6DBSWH7,I can't tell,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 04:03:43 UTC,,Yes
3H6W48L9F4P1WDQ6IN6OPJM9G4EWP9,82,"CEI, Crawford, Hall, Garcia, Eyster, Smith, Beltran, Gonzalez, McLean, and Uriarte were charged with conspiracy and multiple counts of the anti-bribery provisions of the FCPA.  CEI pleaded no contest, was found guilty and was ordered to pay a fine in the amount of USD 3,460,000.Crawford, the President and owner of CEI, pleaded no contest, was found guilty and was fined USD 309,999.  Hall, the Executive Vice President of CEI, pleaded no contest, was found guilty and was ordered to pay a fine in the amount of USD 150,000.  Garcia, who assisted Grupo Delta, CEI and Crawford in communicating with Pemex officials, pleaded no contest, was found guilty and was fined USD 75,000.  Eyster and Smith, the president and vice president of Ruston respectively, pleaded no contest, were found guilty and were each ordered to pay a fine in the amount of USD 5,000.  Beltran, the President and majority shareholder of Grupo Delta, and Gonzalez, who assisted Grupo Delta, CEI and Crawford in communicating with Pemex officials, appear to be fugitives.  The substantive charges against McLean, Vice President of Solar, and Uriarte, Regional Manager of Solar, were dismissed.  The court stated that under the FCPA an employee may not be convicted of a criminal offense for acts committed for the benefit of the employer unless the employer is also convicted.  [This provision, known as the Eckhardt Amendment, was removed by the 1988 Trade Act.]   McLean's and Uriarte's employer, International Harvester, pleaded guilty to conspiracy violation of the FCPA, but not to a substantive violation of the FCPA.  The company paid a USD 10,000 fine and USD 40,000 of prosecution costs.  McLean was acquitted of conspiracy.  Uriarte pleaded guilty and was sentenced to one year, suspended and placed on unsupervised probation. McLean filed suit to have his name expunged from the court records.  The court refused this request.  He later filed suit against International Harvester claiming that his civil rights had been violated and that the company had made him a scapegoat.  All charges were dismissed.  The appeals court ordered International Harvester to pay McLean's legal expenses. In 1982 Solar entered into a plea agreement, agreed to pay civil reimbursements of USD 40,000 and was fined USD 10,000.Ruston pleaded guilty to one count of a FCPA bribery violation and was fined USD 750,000.  Cemco pleaded guilty to one count of a FCPA bribery violation and was fined in the amount of USD 20,000.  Miller pleaded guilty to one bribery count and was placed on probation for three years and ordered to perform 500 hours of community service.King, the Executive Vice President and member of the Board of Directors of Cemco, entered into a cooperation agreement and was charged with violations of the Currency and Foreign Transactions Reporting Act.  He was placed on probation for 14 months and paid a civil reimbursement for prosecution costs in the amount of USD 5,000.In 1981, the DOJ entered into a cooperation agreement with Applied. Under the agreement, Applied pleaded guilty to bribing a foreign official, a felony violation of the FCPA.  The company consented to a permanent injunction prohibiting future violations and was ordered to pay a fine in the amount of USD 5,000.  In 1983, the DOJ entered into a cooperation agreement with Bateman, who pleaded guilty to misdemeanor violations of the Currency and Foreign Transactions Reporting Act and consented to a permanent injunction prohibiting future violations.  He was sentenced to probation for three years.  He received a civil penalty in the amount of USD 229,512.  Bateman was ordered to pay a civil tax payment to the Internal Revenue Service in the amount of USD 300,000.  He also paid USD 5,000 for costs related to his prosecution.",A1012N48J0Z65N,Yes,A2WGW5Y3ZFBDEC,Yes,Yes,Yes,2015-04-17 03:59:38 UTC,,Yes
3WUVMVA7OB3Y34P94R8YYSRWYKIZAM,83,"UNC/Lear pleaded guilty to mail fraud, false statement, and FCPA books and records violations and agreed to pay a $75,000 fine, $768,000 in restitution and $132,000 in civil penalties.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:59:08 UTC,,Yes
3NKW03WTLM7MWPRLI0LDPOCJL00WQ0,84,"On 27 January 1995, the Lockheed Corporation pleaded guilty to one count of conspiracy to violate the FCPA.  Lockheed was assessed penalties of USD 24.8 million, double the amount of the profits (USD 12.4 million) earned by virtue of the illicit conduct and the maximum amount allowed by law.  The fine was comprised of a USD 21.8 million criminal fine and a USD 3 million civil penalty.  In January 1995, Love pleaded guilty to lying to investigators and was ordered to pay a USD 20,000 fine.Nassar, who is a Syrian citizen living in Switzerland, initially agreed to appear in court in June 1994 and the DOJ agreed not to seek his arrest and extradition from Europe.   Nassar fled to Syria, however, which has no extradition treaty with the U.S.  The DOJ proceeded to block the transfer of proceeds from Nassar's sale of two condominiums in Washington, DC and to freeze his worldwide assets.   In September 1994, the Syrian police arrested Nassar pursuant to an Interpol warrant and the Syrian government announced that it would try him in Syrian court for FCPA violations under the doctrine of extraterritoriality.  In July 1995, Nassar arranged to leave Syria and voluntarily enter U.S. custody.  In September 1995, Nassar pleaded guilty to two counts of violating the FCPA and was sentenced to an 18-month prison term.  The four months he served in a Syrian prison were to be deducted from his U.S. sentence.  Nassar was also ordered to pay a USD 125,000 criminal fine, to be paid from his frozen funds before they were released.  Nassar was the first person ever imprisoned for violating the FCPA.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:56:34 UTC,,No
3DFYDSXB2W0SIYY3SAM3AZF0MPXJUX,85,"On August 4, 2006, Salam pleaded guilty to violating the FCPA.  He was sentenced to three years in prison on February 5, 2007.",A35DS4T8H1MWYD,Yes,AS9E0S6DBSWH7,Yes,Yes,Yes,2015-04-17 03:41:35 UTC,,Yes
3OZ4VAIBEXFSVDN3X0W86LHJ0W6JVM,86,"The FBI arrested Mr. Shu on September 24, 2008 and he pleaded guilty on November 17, 2008 to two counts of violating the Arms Export Control Act and one count of violating the FCPA.  On April 7, 2009, Mr. Shu was sentenced to 51 months in prison.  He was also required to forfeit USD $386,740.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:50:39 UTC,,Yes
378G7J1SJLYXZM1G99QDV7N52XCEW6,87,"On February 8, 2008, Wabtec entered into a non-prosecution agreement with the DOJ, under which Wabtec agreed to comply with the terms of the agreement for a three-year term and pay a $300,000 criminal fine.  The terms of the agreement prohibit Wabtec from committing additional crimes, require Wabtec cooperate fully with any investigation brought by the government and disclose all criminal conduct or any criminal investigations of Wabtec or its senior management.  In addition, Wabtec was required to take certain steps to enhance its FCPA compliance policies and procedures. On February 14, 2008, without admitting or denying the SEC's allegations, Wabtec consented to the entry of a final judgment permanently enjoining the company from committing future violations of the FCPA's anti-bribery, books and records and internal controls provisions.  In addition, Wabtec was required to disgorge $259,000 in profits, pay $29,351 in pre-judgment interest and pay a $87,000 civil penalty.  The SEC also required Wabtec to appoint an independent consultant to review and make recommendations concerning its compliance program.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:05:26 UTC,,No
3CRWSLD91K4N61KRZLNMRLFS8X4OMT,88,"On August 13, 1981, without admitting or denying the SEC's allegations, Wallace Company and Rodriguez consented to the entry of a final judgment permanently enjoining them from future violations of the FCPA's anti-bribery and books and records provisions and other federal securities laws.  On February 23, 1983, the Wallace Company pleaded guilty to violations of the anti-bribery and books and records provisions of the FCPA and was ordered to pay a $530,000 criminal fine.On April 19, 1983, Alfonso Rodriguez pleaded guilty to bribery of a foreign official in violation of the FCPA and was sentenced to two years of probation and a fine of $10,000.O'Halloran left Trinidad & Tobago before he could be prosecuted, and died in Canada in 1985.  Subsequently (in 1991), the Government of Trinidad and Tobago, the Trinidad and Tobago Airways Corporation (â€œBWIA International), the Trinidad-Tesoro Petroleum Company Ltd., and the Trinidad and Tobago Racing Authority obtained a civil judgment of USD 7.2 million against the estate of O'Halloran, and worked under the StAR to recover the judgment from O'Halloran's estate in Canada.  The government of Trinidad and Tobago also brought a civil RICO  in US District Court for the Southern District of New York against Tesoro Petroleum Corporation and its officials (Case no. 1:89-cv-01663-LLS), and obtained a settlement of $7.5 million from the company.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:05:18 UTC,,No
3FJ2RVH25Z6USACSNELKFM657T2293,89,"On 14 May 2008, Willbros and WII entered into a three-year deferred prosecution agreement with the DOJ, under which Willbros was required to pay a USD 22 million criminal penalty.  The criminal information contained six counts, including one count of conspiracy to violate the FCPA, two counts of substantive FCPA violations and three counts of falsifying books and records related to corrupt payments.  In addition to the criminal penalty, Willbros was required to appoint an independent corporate monitor.  On the same day, Willbros, Steph, Jansen, Biggers and Galvez, without admitting or denying the SEC's allegations, consented to the entry of final judgments permanently enjoining them from future violations of, in various combinations, the FCPA's anti-bribery, books and records and internal controls provisions and other federal securities laws.  Willbros agreed to pay USD 8.9 million in disgorgement and USD 1.4 million in pre-judgment interest.  Jansen was required to pay a USD 30,000 civil penalty and Galvez was required to pay a USD 35,000 civil penalty.  On 14 September 2006, without admitting or denying the SEC's allegations, Jim Bob Brown consented to the entry of final judgment permanently enjoining him from future violations of the FCPA's anti-bribery, books and records and internal controls provisions.  Upon a motion by the SEC, the court was to determine at a later date whether or not to assess a civil penalty against Brown.  Also on 14 September 2006, Brown pleaded guilty to one count of conspiring to violate the FCPA.  On 28 January 2010, he was sentenced to 12 months and one day in prison, two years of supervised release and ordered to pay a fine of USD 1,000 a month while on supervised release.  Brown cooperated with the DOJ's ongoing investigations, which was acknowledged by the court at his sentencing hearing.On 5 November 2007, Jason Steph pleaded guilty to one count of conspiring to violate the FCPA.  On January 28, 2010, he was sentenced to 15 months in prison, two years of supervised release and ordered to pay a USD 2,000 fine.  Steph cooperated with the DOJ's ongoing investigations, which was acknowledged by the court at his sentencing hearing.A grand jury indicated Paul Novak and James Tillery on charges of conspiring to violate the FCPA as well as substantive violations of the FCPA.  Novak was arrested on 19 December 2008 when he returned to the United States from South Africa after his passport had been revoked.  On 12 November 2009, Novak pleaded guilty to one count of conspiracy and one substantive count of violating the FCPA. On 3 May 2013, the DOJ announced that Novak has been sentenced to 15 months in prison and is required to pay a USD 1 million fine. James Tillery remains a fugitive. Following expiration of the period of monitorship stipulated in the DPA, the Company's attorneys filed a motion to dismiss the criminal charges stemming from the documented conduct in Nigeria and South America prior to 2006.  On 2 April 2012, the U.S. District Court in Houston signed an order of dismissal of all charges, with prejudice.",AS9E0S6DBSWH7,No,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 04:07:27 UTC,,Yes
33NKDW9FFXIXROMSNNG47219QN6CX5,90,"On June 22, 2001 Rothrock pleaded guilty to one count of knowingly and willfully falsifying and causing to be falsified, certain books, records, and accounts of his former employer, Allied Products Corporation, in violation of the FCPA's books and records provisions.  On September 26, 2001, he was sentenced to one year of unsupervised probation and ordered to pay a special assessment of $100.",A35DS4T8H1MWYD,Yes,AS9E0S6DBSWH7,Yes,Yes,Yes,2015-04-17 04:05:16 UTC,,Yes
